Mod:Item:MetaData, Localized Name
railcraft:plate:5, Серебряная пластина
railcraft:plate:6, Бронзовая пластина
railcraft:plate:7, Золотая пластина
railcraft:plate:8, Никелевая пластина
railcraft:plate:9, Инваровая пластина
railcraft:plate:10, Цинковая пластина
railcraft:plate:11, Латунная пластина
railcraft:dust:0, Обсидиановая пыль
railcraft:dust:1, Сера
railcraft:dust:2, Селитра
railcraft:dust:3, Древесноугольная пыль
railcraft:dust:4, Шлак из доменной печи
railcraft:dust:5, Угольная пыль
railcraft:dust:6, Эндер-пыль
railcraft:dust:7, Пустотная пыль
railcraft:tool_crowbar_seasons, Монтировка сезонов
railcraft:cart_pumpkin:0, Вагонетка с тыквой
railcraft:cart_gift:0, Вагонетка с подарком
railcraft:signal:0, Сигнальный блок
railcraft:signal:1, Удалённый сигналоприёмный блок
railcraft:signal:2, Сигнал обозначенной области
railcraft:signal_dual:0, Спаренный сигнальный блок
railcraft:signal_dual:1, Спаренный удалённый сигналоприёмный блок
railcraft:signal_dual:2, Двуглавый Обозначающий сигнальный блок
railcraft:signal_box:2, Контроллер сигнала
railcraft:signal_box:4, Приёмник сигнала
railcraft:signal_box:0, Контроллер аналогового сигнала
railcraft:signal_box:1, Конденсатор сигнала
railcraft:signal_box:3, Блокировщик сигнала
railcraft:signal_box:6, Cеквенсор сигнала
railcraft:signal_box:5, Реле сигнального блока
railcraft:tool_signal_surveyor:0, Инспектор сигналов
railcraft:tool_signal_tuner:0, Настройщик сигнала
railcraft:signal_lamp, Сигнальная лампа
railcraft:tool_signal_label, Сигнальная метка
railcraft:circuit:0, Контрольная схема
railcraft:circuit:1, Приёмная схема
railcraft:circuit:2, Сигнальная схема
railcraft:circuit:3, Радио схема
railcraft:admin_steam_producer:0, Производитель пара администратора
railcraft:boiler_firebox_fluid:0, Жидкотопливная камера сгорания
railcraft:boiler_firebox_solid:0, Твёрдотопливная камера сгорания
railcraft:boiler_tank_pressure_high:0, Котёл высокого давления
railcraft:boiler_tank_pressure_low:0, Котёл низкого давления
railcraft:brick_abyssal:0, Кирпич бездны
railcraft:brick_abyssal:1, Крупный камень бездны
railcraft:brick_abyssal:2, Блок бездны
railcraft:brick_abyssal:3, Резной камень бездны
railcraft:brick_abyssal:4, Гравированный камень бездны
railcraft:brick_abyssal:5, Булыжник бездны
railcraft:brick_bleachedbone:0, Костяной кирпич
railcraft:brick_bleachedbone:1, Костяной крупный камень
railcraft:brick_bleachedbone:2, Костяной блок
railcraft:brick_bleachedbone:3, Костяной резной камень
railcraft:brick_bleachedbone:4, Костяной гравированный камень
railcraft:brick_bleachedbone:5, Костяной булыжник
railcraft:brick_bloodstained:0, Кровавый кирпич
railcraft:brick_bloodstained:1, Крупный кровавый камень
railcraft:brick_bloodstained:2, Кровавый блок
railcraft:brick_bloodstained:3, Резной кровавый камень
railcraft:brick_bloodstained:4, Гравированный кровавый камень
railcraft:brick_bloodstained:5, Кровавый булыжник
railcraft:brick_frostbound:0, Заледеневший кирпич
railcraft:brick_frostbound:1, Крупный заледеневший камень
railcraft:brick_frostbound:2, Заледеневший блок
railcraft:brick_frostbound:3, Заледеневший резной камень
railcraft:brick_frostbound:4, Заледеневший гравированный камень
railcraft:brick_frostbound:5, Заледеневший булыжник
railcraft:brick_infernal:0, Дьявольский кирпич
railcraft:brick_infernal:1, Крупный дьявольский камень
railcraft:brick_infernal:2, Дьявольский блок
railcraft:brick_infernal:3, Резной дьявольский камень
railcraft:brick_infernal:4, Гравированный дьявольский камень
railcraft:brick_infernal:5, Дьявольский булыжник
railcraft:brick_quarried:0, Карьерный кирпич
railcraft:brick_quarried:1, Крупный карьерный камень
railcraft:brick_quarried:2, Карьерный блок
railcraft:brick_quarried:3, Резной карьерный камень
railcraft:brick_quarried:4, Гравированный карьерный камень
railcraft:brick_quarried:5, Карьерный булыжник
railcraft:brick_sandy:0, Песчаный кирпич
railcraft:brick_sandy:1, Крупный песчаный камень
railcraft:brick_sandy:2, Песчаный блок
railcraft:brick_sandy:3, Резной песчаный камень
railcraft:brick_sandy:4, Гравированный песчаный камень
railcraft:brick_sandy:5, Песчаный булыжник
railcraft:brick_red_sandy:0, Красный песчаный кирпич
railcraft:brick_red_sandy:1, Красный крупный песчаный камень
railcraft:brick_red_sandy:2, Красный песчаный блок
railcraft:brick_red_sandy:3, Красный резной песчаный камень
railcraft:brick_red_sandy:4, Красный гравированный песчаный камень
railcraft:brick_red_sandy:5, Красный песчаный булыжник
railcraft:brick_nether:0, Незеритовые кирпичи
railcraft:brick_nether:1, Крупный камень нижнего мира
railcraft:brick_nether:2, Блок нижнего мира
railcraft:brick_nether:3, Резной камень нижнего мира
railcraft:brick_nether:4, Гравированный камень нижнего мира
railcraft:brick_nether:5, Булыжник нижнего мира
railcraft:brick_red_nether:0, Красный незеритовый кирпич
railcraft:brick_red_nether:1, Красный крупный камень нижнего мира
railcraft:brick_red_nether:2, Красный блок нижнего мира
railcraft:brick_red_nether:3, Красный резной камень нижнего мира
railcraft:brick_red_nether:4, Красный гравированный камень нижнего мира
railcraft:brick_red_nether:5, Красный булыжник нижнего мира
railcraft:brick_andesite:0, Андезитовый кирпич
railcraft:brick_andesite:1, Крупный андезитовый камень
railcraft:brick_andesite:6, Полированный андезит
railcraft:brick_andesite:3, Резной андезитовый камень
railcraft:brick_andesite:4, Гравированный андезитовый камень
railcraft:brick_andesite:5, Андезитовый булыжник
railcraft:brick_diorite:0, Диоритовый кирпич
railcraft:brick_diorite:1, Крупный диоритовый камень
railcraft:brick_diorite:4, Полированный диорит
railcraft:brick_diorite:3, Резной диоритовый камень
railcraft:brick_diorite:4, Гравированный диоритовый камень
railcraft:brick_diorite:5, Диоритовый булыжник
railcraft:brick_granite:0, Гранитный кирпич
railcraft:brick_granite:1, Крупный гранитный камень
railcraft:brick_granite:2, Полированный гранит
railcraft:brick_granite:3, Резной гранитный камень
railcraft:brick_granite:4, Гравированный гранитный камень
railcraft:brick_granite:5, Гранитный булыжник
railcraft:brick_pearlized:0, Жемчужный кирпич
railcraft:brick_pearlized:1, Крупный жемчужный камень
railcraft:brick_pearlized:2, Жемчужный блок
railcraft:brick_pearlized:3, Резной жемчужный камень
railcraft:brick_pearlized:4, Гравированный жемчужный камень
railcraft:brick_pearlized:5, Жемчужный булыжник
railcraft:tool_stone_carver, Каменный резчик
